FIPS,County or equivalent,State or equivalent
26099,MACOMB COUNTY,MICHIGAN
26101,MANISTEE COUNTY,MICHIGAN
26103,MARQUETTE COUNTY,MICHIGAN
26105,MASON COUNTY,MICHIGAN
26107,MECOSTA COUNTY,MICHIGAN
26109,MENOMINEE COUNTY,MICHIGAN
26111,MIDLAND COUNTY,MICHIGAN
26113,MISSAUKEE COUNTY,MICHIGAN
26115,MONROE COUNTY,MICHIGAN
26117,MONTCALM COUNTY,MICHIGAN
26119,MONTMORENCY COUNTY,MICHIGAN
26121,MUSKEGON COUNTY,MICHIGAN
26123,NEWAYGO COUNTY,MICHIGAN
26125,OAKLAND COUNTY,MICHIGAN
26127,OCEANA COUNTY,MICHIGAN
26129,OGEMAW COUNTY,MICHIGAN
26131,ONTONAGON COUNTY,MICHIGAN
26133,OSCEOLA COUNTY,MICHIGAN
26135,OSCODA COUNTY,MICHIGAN
26137,OTSEGO COUNTY,MICHIGAN
26139,OTTAWA COUNTY,MICHIGAN
26141,PRESQUE ISLE COUNTY,MICHIGAN
26143,ROSCOMMON COUNTY,MICHIGAN
26145,SAGINAW COUNTY,MICHIGAN
26147,SAINT CLAIR COUNTY,MICHIGAN
26149,SAINT JOSEPH COUNTY,MICHIGAN
26151,SANILAC COUNTY,MICHIGAN
26153,SCHOOLCRAFT COUNTY,MICHIGAN
26155,SHIAWASSEE COUNTY,MICHIGAN
26157,TUSCOLA COUNTY,MICHIGAN
26159,VAN BUREN COUNTY,MICHIGAN
26161,WASHTENAW COUNTY,MICHIGAN
26163,WAYNE COUNTY,MICHIGAN
26165,WEXFORD COUNTY,MICHIGAN
27001,AITKIN COUNTY,MINNESOTA
27003,ANOKA COUNTY,MINNESOTA
27005,BECKER COUNTY,MINNESOTA
27007,BELTRAMI COUNTY,MINNESOTA
27009,BENTON COUNTY,MINNESOTA
27011,BIG STONE COUNTY,MINNESOTA
27013,BLUE EARTH COUNTY,MINNESOTA
27015,BROWN COUNTY,MINNESOTA
27017,CARLTON COUNTY,MINNESOTA
27019,CARVER COUNTY,MINNESOTA
27021,CASS COUNTY,MINNESOTA
27023,CHIPPEWA COUNTY,MINNESOTA
27025,CHISAGO COUNTY,MINNESOTA
27027,CLAY COUNTY,MINNESOTA
27029,CLEARWATER COUNTY,MINNESOTA
27031,COOK COUNTY,MINNESOTA
27033,COTTONWOOD COUNTY,MINNESOTA
27035,CROW WING COUNTY,MINNESOTA
27037,DAKOTA COUNTY,MINNESOTA
27039,DODGE COUNTY,MINNESOTA
27041,DOUGLAS COUNTY,MINNESOTA
27043,FARIBAULT COUNTY,MINNESOTA
27045,FILLMORE COUNTY,MINNESOTA
27047,FREEBORN COUNTY,MINNESOTA
27049,GOODHUE COUNTY,MINNESOTA
27051,GRANT COUNTY,MINNESOTA
27053,HENNEPIN COUNTY,MINNESOTA
27055,HOUSTON COUNTY,MINNESOTA
27057,HUBBARD COUNTY,MINNESOTA
27059,ISANTI COUNTY,MINNESOTA
27061,ITASCA COUNTY,MINNESOTA
27063,JACKSON COUNTY,MINNESOTA
27065,KANABEC COUNTY,MINNESOTA
27067,KANDIYOHI COUNTY,MINNESOTA
27069,KITTSON COUNTY,MINNESOTA
27071,KOOCHICHING COUNTY,MINNESOTA
27073,LAC QUI PARLE COUNTY,MINNESOTA
27075,LAKE COUNTY,MINNESOTA
27077,LAKE OF THE WOODS COUNTY,MINNESOTA
27079,LE SUEUR COUNTY,MINNESOTA
27081,LINCOLN COUNTY,MINNESOTA
27083,LYON COUNTY,MINNESOTA
27085,MCLEOD COUNTY,MINNESOTA
27087,MAHNOMEN COUNTY,MINNESOTA
27089,MARSHALL COUNTY,MINNESOTA
27091,MARTIN COUNTY,MINNESOTA
27093,MEEKER COUNTY,MINNESOTA
27095,MILLE LACS COUNTY,MINNESOTA
27097,MORRISON COUNTY,MINNESOTA
27099,MOWER COUNTY,MINNESOTA
27101,MURRAY COUNTY,MINNESOTA
27103,NICOLLET COUNTY,MINNESOTA
27105,NOBLES COUNTY,MINNESOTA
27107,NORMAN COUNTY,MINNESOTA
27109,OLMSTED COUNTY,MINNESOTA
27111,OTTER TAIL COUNTY,MINNESOTA
27113,PENNINGTON COUNTY,MINNESOTA
27115,PINE COUNTY,MINNESOTA
27117,PIPESTONE COUNTY,MINNESOTA
27119,POLK COUNTY,MINNESOTA
27121,POPE COUNTY,MINNESOTA
27123,RAMSEY COUNTY,MINNESOTA
27125,RED LAKE COUNTY,MINNESOTA
27127,REDWOOD COUNTY,MINNESOTA
27129,RENVILLE COUNTY,MINNESOTA
27131,RICE COUNTY,MINNESOTA
27133,ROCK COUNTY,MINNESOTA
27135,ROSEAU COUNTY,MINNESOTA
27137,SAINT LOUIS COUNTY,MINNESOTA
27139,SCOTT COUNTY,MINNESOTA
27141,SHERBURNE COUNTY,MINNESOTA
27143,SIBLEY COUNTY,MINNESOTA
27145,STEARNS COUNTY,MINNESOTA
27147,STEELE COUNTY,MINNESOTA
27149,STEVENS COUNTY,MINNESOTA
27151,SWIFT COUNTY,MINNESOTA
27153,TODD COUNTY,MINNESOTA
27155,TRAVERSE COUNTY,MINNESOTA
27157,WABASHA COUNTY,MINNESOTA
27159,WADENA COUNTY,MINNESOTA
27161,WASECA COUNTY,MINNESOTA
27163,WASHINGTON COUNTY,MINNESOTA
27165,WATONWAN COUNTY,MINNESOTA
27167,WILKIN COUNTY,MINNESOTA
27169,WINONA COUNTY,MINNESOTA
27171,WRIGHT COUNTY,MINNESOTA
27173,YELLOW MEDICINE COUNTY,MINNESOTA
28001,ADAMS COUNTY,MISSISSIPPI
28003,ALCORN COUNTY,MISSISSIPPI
28005,AMITE COUNTY,MISSISSIPPI
28007,ATTALA COUNTY,MISSISSIPPI
28009,BENTON COUNTY,MISSISSIPPI
28011,BOLIVAR COUNTY,MISSISSIPPI
28013,CALHOUN COUNTY,MISSISSIPPI
28015,CARROLL COUNTY,MISSISSIPPI
28017,CHICKASAW COUNTY,MISSISSIPPI
28019,CHOCTAW COUNTY,MISSISSIPPI
28021,CLAIBORNE COUNTY,MISSISSIPPI
28023,CLARKE COUNTY,MISSISSIPPI
28025,CLAY COUNTY,MISSISSIPPI
28027,COAHOMA COUNTY,MISSISSIPPI
28029,COPIAH COUNTY,MISSISSIPPI
28031,COVINGTON COUNTY,MISSISSIPPI
28033,DESOTO COUNTY,MISSISSIPPI
28035,FORREST COUNTY,MISSISSIPPI
28037,FRANKLIN COUNTY,MISSISSIPPI
28039,GEORGE COUNTY,MISSISSIPPI
28041,GREENE COUNTY,MISSISSIPPI
28043,GRENADA COUNTY,MISSISSIPPI
28045,HANCOCK COUNTY,MISSISSIPPI
28047,HARRISON COUNTY,MISSISSIPPI
28049,HINDS COUNTY,MISSISSIPPI
28051,HOLMES COUNTY,MISSISSIPPI
28053,HUMPHREYS COUNTY,MISSISSIPPI
28055,ISSAQUENA COUNTY,MISSISSIPPI
28057,ITAWAMBA COUNTY,MISSISSIPPI
28059,JACKSON COUNTY,MISSISSIPPI
28061,JASPER COUNTY,MISSISSIPPI
28063,JEFFERSON COUNTY,MISSISSIPPI
28065,JEFFERSON DAVIS COUNTY,MISSISSIPPI
28067,JONES COUNTY,MISSISSIPPI
28069,KEMPER COUNTY,MISSISSIPPI
28071,LAFAYETTE COUNTY,MISSISSIPPI
28073,LAMAR COUNTY,MISSISSIPPI
28075,LAUDERDALE COUNTY,MISSISSIPPI
28077,LAWRENCE COUNTY,MISSISSIPPI
28079,LEAKE COUNTY,MISSISSIPPI
28081,LEE COUNTY,MISSISSIPPI
28083,LEFLORE COUNTY,MISSISSIPPI
28085,LINCOLN COUNTY,MISSISSIPPI
28087,LOWNDES COUNTY,MISSISSIPPI
28089,MADISON COUNTY,MISSISSIPPI
28091,MARION COUNTY,MISSISSIPPI
28093,MARSHALL COUNTY,MISSISSIPPI
28095,MONROE COUNTY,MISSISSIPPI
28097,MONTGOMERY COUNTY,MISSISSIPPI
28099,NESHOBA COUNTY,MISSISSIPPI
28101,NEWTON COUNTY,MISSISSIPPI
28103,NOXUBEE COUNTY,MISSISSIPPI
28105,OKTIBBEHA COUNTY,MISSISSIPPI
28107,PANOLA COUNTY,MISSISSIPPI
28109,PEARL RIVER COUNTY,MISSISSIPPI
28111,PERRY COUNTY,MISSISSIPPI
28113,PIKE COUNTY,MISSISSIPPI
28115,PONTOTOC COUNTY,MISSISSIPPI
28117,PRENTISS COUNTY,MISSISSIPPI
28119,QUITMAN COUNTY,MISSISSIPPI
28121,RANKIN COUNTY,MISSISSIPPI
28123,SCOTT COUNTY,MISSISSIPPI
28125,SHARKEY COUNTY,MISSISSIPPI
28127,SIMPSON COUNTY,MISSISSIPPI
28129,SMITH COUNTY,MISSISSIPPI
28131,STONE COUNTY,MISSISSIPPI
28133,SUNFLOWER COUNTY,MISSISSIPPI
28135,TALLAHATCHIE COUNTY,MISSISSIPPI
28137,TATE COUNTY,MISSISSIPPI
28139,TIPPAH COUNTY,MISSISSIPPI
28141,TISHOMINGO COUNTY,MISSISSIPPI
28143,TUNICA COUNTY,MISSISSIPPI
28145,UNION COUNTY,MISSISSIPPI
28147,WALTHALL COUNTY,MISSISSIPPI
28149,WARREN COUNTY,MISSISSIPPI
28151,WASHINGTON COUNTY,MISSISSIPPI
28153,WAYNE COUNTY,MISSISSIPPI
28155,WEBSTER COUNTY,MISSISSIPPI
28157,WILKINSON COUNTY,MISSISSIPPI
28159,WINSTON COUNTY,MISSISSIPPI
28161,YALOBUSHA COUNTY,MISSISSIPPI
28163,YAZOO COUNTY,MISSISSIPPI
29001,ADAIR COUNTY,MISSOURI
29003,ANDREW COUNTY,MISSOURI
29005,ATCHISON COUNTY,MISSOURI
29007,AUDRAIN COUNTY,MISSOURI
29009,BARRY COUNTY,MISSOURI
29011,BARTON COUNTY,MISSOURI
29013,BATES COUNTY,MISSOURI
29015,BENTON COUNTY,MISSOURI
29017,BOLLINGER COUNTY,MISSOURI
29019,BOONE COUNTY,MISSOURI
29021,BUCHANAN COUNTY,MISSOURI
29023,BUTLER COUNTY,MISSOURI
29025,CALDWELL COUNTY,MISSOURI
29027,CALLAWAY COUNTY,MISSOURI
29029,CAMDEN COUNTY,MISSOURI
29031,CAPE GIRARDEAU COUNTY,MISSOURI
29033,CARROLL COUNTY,MISSOURI
29035,CARTER COUNTY,MISSOURI
29037,CASS COUNTY,MISSOURI
29039,CEDAR COUNTY,MISSOURI
29041,CHARITON COUNTY,MISSOURI
29043,CHRISTIAN COUNTY,MISSOURI
29045,CLARK COUNTY,MISSOURI
29047,CLAY COUNTY,MISSOURI
29049,CLINTON COUNTY,MISSOURI
29051,COLE COUNTY,MISSOURI
29053,COOPER COUNTY,MISSOURI
29055,CRAWFORD COUNTY,MISSOURI
29057,DADE COUNTY,MISSOURI
29059,DALLAS COUNTY,MISSOURI
29061,DAVIESS COUNTY,MISSOURI
29063,DEKALB COUNTY,MISSOURI
29065,DENT COUNTY,MISSOURI
29067,DOUGLAS COUNTY,MISSOURI
29069,DUNKLIN COUNTY,MISSOURI
29071,FRANKLIN COUNTY,MISSOURI
29073,GASCONADE COUNTY,MISSOURI
29075,GENTRY COUNTY,MISSOURI
29077,GREENE COUNTY,MISSOURI
29079,GRUNDY COUNTY,MISSOURI
29081,HARRISON COUNTY,MISSOURI
29083,HENRY COUNTY,MISSOURI
29085,HICKORY COUNTY,MISSOURI
29087,HOLT COUNTY,MISSOURI
29089,HOWARD COUNTY,MISSOURI
29091,HOWELL COUNTY,MISSOURI
29093,IRON COUNTY,MISSOURI
29095,JACKSON COUNTY,MISSOURI
29097,JASPER COUNTY,MISSOURI
29099,JEFFERSON COUNTY,MISSOURI
29101,JOHNSON COUNTY,MISSOURI
29103,KNOX COUNTY,MISSOURI
29105,LACLEDE COUNTY,MISSOURI
29107,LAFAYETTE COUNTY,MISSOURI
29109,LAWRENCE COUNTY,MISSOURI
29111,LEWIS COUNTY,MISSOURI
29113,LINCOLN COUNTY,MISSOURI
29115,LINN COUNTY,MISSOURI
29117,LIVINGSTON COUNTY,MISSOURI
29119,MCDONALD COUNTY,MISSOURI
29121,MACON COUNTY,MISSOURI
29123,MADISON COUNTY,MISSOURI
29125,MARIES COUNTY,MISSOURI
29127,MARION COUNTY,MISSOURI
29129,MERCER COUNTY,MISSOURI
29131,MILLER COUNTY,MISSOURI
29133,MISSISSIPPI COUNTY,MISSOURI
29135,MONITEAU COUNTY,MISSOURI
29137,MONROE COUNTY,MISSOURI
29139,MONTGOMERY COUNTY,MISSOURI
29141,MORGAN COUNTY,MISSOURI
29143,NEW MADRID COUNTY,MISSOURI
29145,NEWTON COUNTY,MISSOURI
29147,NODAWAY COUNTY,MISSOURI
29149,OREGON COUNTY,MISSOURI
29151,OSAGE COUNTY,MISSOURI
29153,OZARK COUNTY,MISSOURI
29155,PEMISCOT COUNTY,MISSOURI
29157,PERRY COUNTY,MISSOURI
29159,PETTIS COUNTY,MISSOURI
29161,PHELPS COUNTY,MISSOURI
29163,PIKE COUNTY,MISSOURI
29165,PLATTE COUNTY,MISSOURI
29167,POLK COUNTY,MISSOURI
29169,PULASKI COUNTY,MISSOURI
29171,PUTNAM COUNTY,MISSOURI
29173,RALLS COUNTY,MISSOURI
29175,RANDOLPH COUNTY,MISSOURI
29177,RAY COUNTY,MISSOURI
29179,REYNOLDS COUNTY,MISSOURI
29181,RIPLEY COUNTY,MISSOURI
29183,SAINT CHARLES COUNTY,MISSOURI
29185,SAINT CLAIR COUNTY,MISSOURI
29186,STE. GENEVIEVE COUNTY,MISSOURI
29187,SAINT FRANCOIS COUNTY,MISSOURI
29189,SAINT LOUIS COUNTY,MISSOURI
29195,SALINE COUNTY,MISSOURI
29197,SCHUYLER COUNTY,MISSOURI
29199,SCOTLAND COUNTY,MISSOURI
29201,SCOTT COUNTY,MISSOURI
29203,SHANNON COUNTY,MISSOURI
29205,SHELBY COUNTY,MISSOURI
29207,STODDARD COUNTY,MISSOURI
29209,STONE COUNTY,MISSOURI
29211,SULLIVAN COUNTY,MISSOURI
29213,TANEY COUNTY,MISSOURI
29215,TEXAS COUNTY,MISSOURI
29217,VERNON COUNTY,MISSOURI
29219,WARREN COUNTY,MISSOURI
29221,WASHINGTON COUNTY,MISSOURI
29223,WAYNE COUNTY,MISSOURI
29225,WEBSTER COUNTY,MISSOURI
29227,WORTH COUNTY,MISSOURI
29229,WRIGHT COUNTY,MISSOURI
29510,SAINT LOUIS,MISSOURI
30001,BEAVERHEAD COUNTY,MONTANA
30003,BIG HORN COUNTY,MONTANA
30005,BLAINE COUNTY,MONTANA
30007,BROADWATER COUNTY,MONTANA
30009,CARBON COUNTY,MONTANA
30011,CARTER COUNTY,MONTANA
30013,CASCADE COUNTY,MONTANA
30015,CHOUTEAU COUNTY,MONTANA
30017,CUSTER COUNTY,MONTANA
30019,DANIELS COUNTY,MONTANA
30021,DAWSON COUNTY,MONTANA
30023,DEER LODGE COUNTY,MONTANA
30025,FALLON COUNTY,MONTANA
30027,FERGUS COUNTY,MONTANA
30029,FLATHEAD COUNTY,MONTANA
30031,GALLATIN COUNTY,MONTANA
30033,GARFIELD COUNTY,MONTANA
30035,GLACIER COUNTY,MONTANA
30037,GOLDEN VALLEY COUNTY,MONTANA
30039,GRANITE COUNTY,MONTANA
30041,HILL COUNTY,MONTANA
30043,JEFFERSON COUNTY,MONTANA
30045,JUDITH BASIN COUNTY,MONTANA
30047,LAKE COUNTY,MONTANA
30049,LEWIS AND CLARK COUNTY,MONTANA
30051,LIBERTY COUNTY,MONTANA
30053,LINCOLN COUNTY,MONTANA
30055,MCCONE COUNTY,MONTANA
30057,MADISON COUNTY,MONTANA
30059,MEAGHER COUNTY,MONTANA
30061,MINERAL COUNTY,MONTANA
30063,MISSOULA COUNTY,MONTANA
30065,MUSSELSHELL COUNTY,MONTANA
30067,PARK COUNTY,MONTANA
30069,PETROLEUM COUNTY,MONTANA
30071,PHILLIPS COUNTY,MONTANA
30073,PONDERA COUNTY,MONTANA
30075,POWDER RIVER COUNTY,MONTANA
30077,POWELL COUNTY,MONTANA
30079,PRAIRIE COUNTY,MONTANA
30081,RAVALLI COUNTY,MONTANA
30083,RICHLAND COUNTY,MONTANA
30085,ROOSEVELT COUNTY,MONTANA
30087,ROSEBUD COUNTY,MONTANA
30089,SANDERS COUNTY,MONTANA
30091,SHERIDAN COUNTY,MONTANA
30093,SILVER BOW COUNTY,MONTANA
30095,STILLWATER COUNTY,MONTANA
30097,SWEET GRASS COUNTY,MONTANA
30099,TETON COUNTY,MONTANA
30101,TOOLE COUNTY,MONTANA
30103,TREASURE COUNTY,MONTANA
30105,VALLEY COUNTY,MONTANA
30107,WHEATLAND COUNTY,MONTANA
30109,WIBAUX COUNTY,MONTANA
30111,YELLOWSTONE COUNTY,MONTANA
31001,ADAMS COUNTY,NEBRASKA
31003,ANTELOPE COUNTY,NEBRASKA
31005,ARTHUR COUNTY,NEBRASKA
31007,BANNER COUNTY,NEBRASKA
31009,BLAINE COUNTY,NEBRASKA
31011,BOONE COUNTY,NEBRASKA
31013,BOX BUTTE COUNTY,NEBRASKA
31015,BOYD COUNTY,NEBRASKA
31017,BROWN COUNTY,NEBRASKA
31019,BUFFALO COUNTY,NEBRASKA
31021,BURT COUNTY,NEBRASKA
31023,BUTLER COUNTY,NEBRASKA
31025,CASS COUNTY,NEBRASKA
31027,CEDAR COUNTY,NEBRASKA
31029,CHASE COUNTY,NEBRASKA
31031,CHERRY COUNTY,NEBRASKA
31033,CHEYENNE COUNTY,NEBRASKA
31035,CLAY COUNTY,NEBRASKA
31037,COLFAX COUNTY,NEBRASKA
31039,CUMING COUNTY,NEBRASKA
31041,CUSTER COUNTY,NEBRASKA
31043,DAKOTA COUNTY,NEBRASKA
31045,DAWES COUNTY,NEBRASKA
31047,DAWSON COUNTY,NEBRASKA
31049,DEUEL COUNTY,NEBRASKA
31051,DIXON COUNTY,NEBRASKA
31053,DODGE COUNTY,NEBRASKA
31055,DOUGLAS COUNTY,NEBRASKA
31057,DUNDY COUNTY,NEBRASKA
31059,FILLMORE COUNTY,NEBRASKA
31061,FRANKLIN COUNTY,NEBRASKA
31063,FRONTIER COUNTY,NEBRASKA
31065,FURNAS COUNTY,NEBRASKA
31067,GAGE COUNTY,NEBRASKA
31069,GARDEN COUNTY,NEBRASKA
31071,GARFIELD COUNTY,NEBRASKA
31073,GOSPER COUNTY,NEBRASKA
31075,GRANT COUNTY,NEBRASKA
31077,GREELEY COUNTY,NEBRASKA
31079,HALL COUNTY,NEBRASKA
31081,HAMILTON COUNTY,NEBRASKA
31083,HARLAN COUNTY,NEBRASKA
31085,HAYES COUNTY,NEBRASKA
31087,HITCHCOCK COUNTY,NEBRASKA
31089,HOLT COUNTY,NEBRASKA
31091,HOOKER COUNTY,NEBRASKA
31093,HOWARD COUNTY,NEBRASKA
31095,JEFFERSON COUNTY,NEBRASKA
31097,JOHNSON COUNTY,NEBRASKA
31099,KEARNEY COUNTY,NEBRASKA
31101,KEITH COUNTY,NEBRASKA
31103,KEYA PAHA COUNTY,NEBRASKA
31105,KIMBALL COUNTY,NEBRASKA
31107,KNOX COUNTY,NEBRASKA
31109,LANCASTER COUNTY,NEBRASKA
31111,LINCOLN COUNTY,NEBRASKA
31113,LOGAN COUNTY,NEBRASKA
31115,LOUP COUNTY,NEBRASKA
31117,MCPHERSON COUNTY,NEBRASKA
31119,MADISON COUNTY,NEBRASKA
31121,MERRICK COUNTY,NEBRASKA
31123,MORRILL COUNTY,NEBRASKA
31125,NANCE COUNTY,NEBRASKA
31127,NEMAHA COUNTY,NEBRASKA
31129,NUCKOLLS COUNTY,NEBRASKA
31131,OTOE COUNTY,NEBRASKA
31133,PAWNEE COUNTY,NEBRASKA
31135,PERKINS COUNTY,NEBRASKA
31137,PHELPS COUNTY,NEBRASKA
31139,PIERCE COUNTY,NEBRASKA
31141,PLATTE COUNTY,NEBRASKA
31143,POLK COUNTY,NEBRASKA
31145,RED WILLOW COUNTY,NEBRASKA
31147,RICHARDSON COUNTY,NEBRASKA
31149,ROCK COUNTY,NEBRASKA
31151,SALINE COUNTY,NEBRASKA
31153,SARPY COUNTY,NEBRASKA
31155,SAUNDERS COUNTY,NEBRASKA
31157,SCOTTS BLUFF COUNTY,NEBRASKA
31159,SEWARD COUNTY,NEBRASKA
31161,SHERIDAN COUNTY,NEBRASKA
31163,SHERMAN COUNTY,NEBRASKA
31165,SIOUX COUNTY,NEBRASKA
31167,STANTON COUNTY,NEBRASKA
31169,THAYER COUNTY,NEBRASKA
31171,THOMAS COUNTY,NEBRASKA
31173,THURSTON COUNTY,NEBRASKA
31175,VALLEY COUNTY,NEBRASKA
31177,WASHINGTON COUNTY,NEBRASKA
31179,WAYNE COUNTY,NEBRASKA
31181,WEBSTER COUNTY,NEBRASKA
31183,WHEELER COUNTY,NEBRASKA
31185,YORK COUNTY,NEBRASKA
32001,CHURCHILL COUNTY,NEVADA
32003,CLARK COUNTY,NEVADA
32005,DOUGLAS COUNTY,NEVADA
32007,ELKO COUNTY,NEVADA
32009,ESMERALDA COUNTY,NEVADA
32011,EUREKA COUNTY,NEVADA
32013,HUMBOLDT COUNTY,NEVADA
32015,LANDER COUNTY,NEVADA
32017,LINCOLN COUNTY,NEVADA
32019,LYON COUNTY,NEVADA
32021,MINERAL COUNTY,NEVADA
32023,NYE COUNTY,NEVADA
32027,PERSHING COUNTY,NEVADA
32029,STOREY COUNTY,NEVADA
32031,WASHOE COUNTY,NEVADA
32033,WHITE PINE COUNTY,NEVADA
32510,CARSON CITY,NEVADA
33001,BELKNAP COUNTY,NEW HAMPSHIRE
33003,CARROLL COUNTY,NEW HAMPSHIRE
33005,CHESHIRE COUNTY,NEW HAMPSHIRE
33007,COOS COUNTY,NEW HAMPSHIRE
33009,GRAFTON COUNTY,NEW HAMPSHIRE
33011,HILLSBOROUGH COUNTY,NEW HAMPSHIRE
33013,MERRIMACK COUNTY,NEW HAMPSHIRE
33015,ROCKINGHAM COUNTY,NEW HAMPSHIRE
33017,STRAFFORD COUNTY,NEW HAMPSHIRE
33019,SULLIVAN COUNTY,NEW HAMPSHIRE
34001,ATLANTIC COUNTY,NEW JERSEY
34003,BERGEN COUNTY,NEW JERSEY
34005,BURLINGTON COUNTY,NEW JERSEY
34007,CAMDEN COUNTY,NEW JERSEY
34009,CAPE MAY COUNTY,NEW JERSEY
34011,CUMBERLAND COUNTY,NEW JERSEY
34013,ESSEX COUNTY,NEW JERSEY
34015,GLOUCESTER COUNTY,NEW JERSEY
34017,HUDSON COUNTY,NEW JERSEY
34019,HUNTERDON COUNTY,NEW JERSEY
34021,MERCER COUNTY,NEW JERSEY
34023,MIDDLESEX COUNTY,NEW JERSEY
34025,MONMOUTH COUNTY,NEW JERSEY
34027,MORRIS COUNTY,NEW JERSEY
34029,OCEAN COUNTY,NEW JERSEY
34031,PASSAIC COUNTY,NEW JERSEY
34033,SALEM COUNTY,NEW JERSEY
34035,SOMERSET COUNTY,NEW JERSEY
34037,SUSSEX COUNTY,NEW JERSEY
34039,UNION COUNTY,NEW JERSEY
34041,WARREN COUNTY,NEW JERSEY
35001,BERNALILLO COUNTY,NEW MEXICO
35003,CATRON COUNTY,NEW MEXICO
35005,CHAVES COUNTY,NEW MEXICO
35006,CIBOLA COUNTY,NEW MEXICO
35007,COLFAX COUNTY,NEW MEXICO
35009,CURRY COUNTY,NEW MEXICO
35011,DE BACA COUNTY,NEW MEXICO
35013,DOÑA ANA COUNTY,NEW MEXICO
35015,EDDY COUNTY,NEW MEXICO
35017,GRANT COUNTY,NEW MEXICO
35019,GUADALUPE COUNTY,NEW MEXICO
35021,HARDING COUNTY,NEW MEXICO
35023,HIDALGO COUNTY,NEW MEXICO
35025,LEA COUNTY,NEW MEXICO
35027,LINCOLN COUNTY,NEW MEXICO
35028,LOS ALAMOS COUNTY,NEW MEXICO
35029,LUNA COUNTY,NEW MEXICO
35031,MCKINLEY COUNTY,NEW MEXICO
35033,MORA COUNTY,NEW MEXICO
35035,OTERO COUNTY,NEW MEXICO
35037,QUAY COUNTY,NEW MEXICO
35039,RIO ARRIBA COUNTY,NEW MEXICO
35041,ROOSEVELT COUNTY,NEW MEXICO
35043,SANDOVAL COUNTY,NEW MEXICO
35045,SAN JUAN COUNTY,NEW MEXICO
35047,SAN MIGUEL COUNTY,NEW MEXICO
35049,SANTA FE COUNTY,NEW MEXICO
35051,SIERRA COUNTY,NEW MEXICO
35053,SOCORRO COUNTY,NEW MEXICO
35055,TAOS COUNTY,NEW MEXICO
35057,TORRANCE COUNTY,NEW MEXICO
35059,UNION COUNTY,NEW MEXICO
35061,VALENCIA COUNTY,NEW MEXICO
36001,ALBANY COUNTY,NEW YORK
36003,ALLEGANY COUNTY,NEW YORK
36005,BRONX COUNTY,NEW YORK
36007,BROOME COUNTY,NEW YORK
36009,CATTARAUGUS COUNTY,NEW YORK
36011,CAYUGA COUNTY,NEW YORK
36013,CHAUTAUQUA COUNTY,NEW YORK
36015,CHEMUNG COUNTY,NEW YORK
36017,CHENANGO COUNTY,NEW YORK
36019,CLINTON COUNTY,NEW YORK
36021,COLUMBIA COUNTY,NEW YORK
36023,CORTLAND COUNTY,NEW YORK
36025,DELAWARE COUNTY,NEW YORK
36027,DUTCHESS COUNTY,NEW YORK
36029,ERIE COUNTY,NEW YORK
36031,ESSEX COUNTY,NEW YORK
36033,FRANKLIN COUNTY,NEW YORK
36035,FULTON COUNTY,NEW YORK
36037,GENESEE COUNTY,NEW YORK
36039,GREENE COUNTY,NEW YORK
36041,HAMILTON COUNTY,NEW YORK
36043,HERKIMER COUNTY,NEW YORK
36045,JEFFERSON COUNTY,NEW YORK
36047,KINGS COUNTY,NEW YORK
36049,LEWIS COUNTY,NEW YORK
36051,LIVINGSTON COUNTY,NEW YORK
36053,MADISON COUNTY,NEW YORK
36055,MONROE COUNTY,NEW YORK
36057,MONTGOMERY COUNTY,NEW YORK
36059,NASSAU COUNTY,NEW YORK
36061,NEW YORK COUNTY,NEW YORK
36063,NIAGARA COUNTY,NEW YORK
36065,ONEIDA COUNTY,NEW YORK
36067,ONONDAGA COUNTY,NEW YORK
36069,ONTARIO COUNTY,NEW YORK
36071,ORANGE COUNTY,NEW YORK
36073,ORLEANS COUNTY,NEW YORK
36075,OSWEGO COUNTY,NEW YORK
36077,OTSEGO COUNTY,NEW YORK
36079,PUTNAM COUNTY,NEW YORK
36081,QUEENS COUNTY,NEW YORK
36083,RENSSELAER COUNTY,NEW YORK
36085,RICHMOND COUNTY,NEW YORK
36087,ROCKLAND COUNTY,NEW YORK
36089,SAINT LAWRENCE COUNTY,NEW YORK
36091,SARATOGA COUNTY,NEW YORK
36093,SCHENECTADY COUNTY,NEW YORK
36095,SCHOHARIE COUNTY,NEW YORK
36097,SCHUYLER COUNTY,NEW YORK
36099,SENECA COUNTY,NEW YORK
36101,STEUBEN COUNTY,NEW YORK
36103,SUFFOLK COUNTY,NEW YORK
36105,SULLIVAN COUNTY,NEW YORK
36107,TIOGA COUNTY,NEW YORK
36109,TOMPKINS COUNTY,NEW YORK
36111,ULSTER COUNTY,NEW YORK
36113,WARREN COUNTY,NEW YORK
36115,WASHINGTON COUNTY,NEW YORK
36117,WAYNE COUNTY,NEW YORK
36119,WESTCHESTER COUNTY,NEW YORK
36121,WYOMING COUNTY,NEW YORK
36123,YATES COUNTY,NEW YORK
37001,ALAMANCE COUNTY,NORTH CAROLINA
37003,ALEXANDER COUNTY,NORTH CAROLINA
37005,ALLEGHANY COUNTY,NORTH CAROLINA
37007,ANSON COUNTY,NORTH CAROLINA
37009,ASHE COUNTY,NORTH CAROLINA
37011,AVERY COUNTY,NORTH CAROLINA
37013,BEAUFORT COUNTY,NORTH CAROLINA
